provider,category,product,dsl,isDecorator,resourceType,tagName,subType,iconPath,typeURI,docURI
Google Cloud Platform,AI and Machine Learning,AI Platform,gcp_AI_Platform,false,cloud,terminal,gcp_AI_Platform,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/AI%20Platform.svg,,
Google Cloud Platform,AI and Machine Learning,AutoML Natural Language,gcp_AutoML_Natural_Language,false,cloud,terminal,gcp_AutoML_Natural_Language,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/AutoML%20Natural%20Language.svg,,
Google Cloud Platform,AI and Machine Learning,AutoML Tables,gcp_AutoML_Tables,false,cloud,terminal,gcp_AutoML_Tables,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/AutoML%20Tables.svg,,
Google Cloud Platform,AI and Machine Learning,AutoML Translation,gcp_AutoML_Translation,false,cloud,terminal,gcp_AutoML_Translation,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/AutoML%20Translation.svg,,
Google Cloud Platform,AI and Machine Learning,AutoML Video Intelligence,gcp_AutoML_Video_Intelligence,false,cloud,terminal,gcp_AutoML_Video_Intelligence,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/AutoML%20Video%20Intelligence.svg,,
Google Cloud Platform,AI and Machine Learning,AutoML Vision,gcp_AutoML_Vision,false,cloud,terminal,gcp_AutoML_Vision,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/AutoML%20Vision.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud AutoML,gcp_Cloud_AutoML,false,cloud,terminal,gcp_Cloud_AutoML,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20AutoML.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud Inference API,gcp_Cloud_Inference_API,false,cloud,terminal,gcp_Cloud_Inference_API,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20Inference%20API.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud Jobs API,gcp_Cloud_Jobs_API,false,cloud,terminal,gcp_Cloud_Jobs_API,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20Jobs%20API.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud Natural Language API,gcp_Cloud_Natural_Language_API,false,cloud,terminal,gcp_Cloud_Natural_Language_API,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20Natural%20Language%20API.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud Speech-to-Text,gcp_Cloud_Speech_to_Text,false,cloud,terminal,gcp_Cloud_Speech_to_Text,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20Speech-to-Text.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud Text-to-Speech,gcp_Cloud_Text_to_Speech,false,cloud,terminal,gcp_Cloud_Text_to_Speech,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20Text-to-Speech.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud TPU,gcp_Cloud_TPU,false,cloud,terminal,gcp_Cloud_TPU,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20TPU.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud Translation API,gcp_Cloud_Translation_API,false,cloud,terminal,gcp_Cloud_Translation_API,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20Translation%20API.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud Video Intelligence API,gcp_Cloud_Video_Intelligence_API,false,cloud,terminal,gcp_Cloud_Video_Intelligence_API,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20Video%20Intelligence%20API.svg,,
Google Cloud Platform,AI and Machine Learning,Cloud Vision API,gcp_Cloud_Vision_API,false,cloud,terminal,gcp_Cloud_Vision_API,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Cloud%20Vision%20API.svg,,
Google Cloud Platform,AI and Machine Learning,Dialog Flow Enterprise Edition,gcp_Dialog_Flow_Enterprise_Edition,false,cloud,terminal,gcp_Dialog_Flow_Enterprise_Edition,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Dialog%20Flow%20Enterprise%20Edition.svg,,
Google Cloud Platform,AI and Machine Learning,Recommendations AI,gcp_Recommendations_AI,false,cloud,terminal,gcp_Recommendations_AI,icons/GCP%20Icons/Products%20and%20services/AI%20and%20Machine%20Learning/Recommendations%20AI.svg,,
