provider,category,dsl,isDecorator,resourceType,tagName,subType,iconPath,typeURI,docURI
Azure,Databases,az_SQL_Database,false,cloud,terminal,az_SQL_Database,icons/Azure_Public_Service_Icons/Databases/10130-icon-service-SQL-Database.svg,,
Azure,Databases,az_Azure_Database_PostgreSQL_Server,false,cloud,terminal,az_Azure_Database_PostgreSQL_Server,icons/Azure_Public_Service_Icons/Databases/10131-icon-service-Azure-Database-PostgreSQL-Server.svg,,
Azure,Databases,az_SQL_Server,false,cloud,terminal,az_SQL_Server,icons/Azure_Public_Service_Icons/Databases/10132-icon-service-SQL-Server.svg,,
Azure,Databases,az_SQL_Elastic_Pools,false,cloud,terminal,az_SQL_Elastic_Pools,icons/Azure_Public_Service_Icons/Databases/10134-icon-service-SQL-Elastic-Pools.svg,,
Azure,Databases,az_Managed_Database,false,cloud,terminal,az_Managed_Database,icons/Azure_Public_Service_Icons/Databases/10135-icon-service-Managed-Database.svg,,
Azure,Databases,az_SQL_Managed_Instance,false,cloud,terminal,az_SQL_Managed_Instance,icons/Azure_Public_Service_Icons/Databases/10136-icon-service-SQL-Managed-Instance.svg,,
Azure,Databases,az_Azure_SQL_Server_Stretch_Databases,false,cloud,terminal,az_Azure_SQL_Server_Stretch_Databases,icons/Azure_Public_Service_Icons/Databases/10137-icon-service-Azure-SQL-Server-Stretch-Databases.svg,,
Azure,Databases,az_Cache_Redis,false,cloud,terminal,az_Cache_Redis,icons/Azure_Public_Service_Icons/Databases/10137-icon-service-Cache-Redis.svg,,
Azure,Databases,az_Instance_Pools,false,cloud,terminal,az_Instance_Pools,icons/Azure_Public_Service_Icons/Databases/10139-icon-service-Instance-Pools.svg,,
Azure,Databases,az_Azure_Data_Explorer_Clusters,false,cloud,terminal,az_Azure_Data_Explorer_Clusters,icons/Azure_Public_Service_Icons/Databases/10145-icon-service-Azure-Data-Explorer-Clusters.svg,,
Azure,Containers,az_Kubernetes_Services,false,cloud,terminal,az_Kubernetes_Services,icons/Azure_Public_Service_Icons/Containers/10023-icon-service-Kubernetes-Services.svg,,
Azure,Containers,az_Batch_Accounts,false,cloud,terminal,az_Batch_Accounts,icons/Azure_Public_Service_Icons/Containers/10031-icon-service-Batch-Accounts.svg,,
Azure,Containers,az_App_Services,false,cloud,terminal,az_App_Services,icons/Azure_Public_Service_Icons/Containers/10035-icon-service-App-Services.svg,,
Azure,Containers,az_Service_Fabric_Clusters,false,cloud,terminal,az_Service_Fabric_Clusters,icons/Azure_Public_Service_Icons/Containers/10036-icon-service-Service-Fabric-Clusters.svg,,
Azure,Containers,az_Container_Registries,false,cloud,terminal,az_Container_Registries,icons/Azure_Public_Service_Icons/Containers/10105-icon-service-Container-Registries.svg,,
Azure,Compute,az_Workspaces,false,cloud,terminal,az_Workspaces,icons/Azure_Public_Service_Icons/Compute/00400-icon-service-Workspaces.svg,,
Azure,Compute,az_Virtual_Machine,false,cloud,terminal,az_Virtual_Machine,icons/Azure_Public_Service_Icons/Compute/10021-icon-service-Virtual-Machine.svg,,
Azure,Compute,az_Kubernetes_Services,false,cloud,terminal,az_Kubernetes_Services,icons/Azure_Public_Service_Icons/Compute/10023-icon-service-Kubernetes-Services.svg,,
Azure,Compute,az_Mesh_Applications,false,cloud,terminal,az_Mesh_Applications,icons/Azure_Public_Service_Icons/Compute/10024-icon-service-Mesh-Applications.svg,,
Azure,Compute,az_Availability_Sets,false,cloud,terminal,az_Availability_Sets,icons/Azure_Public_Service_Icons/Compute/10025-icon-service-Availability-Sets.svg,,
Azure,Compute,az_Disks_Snapshots,false,cloud,terminal,az_Disks_Snapshots,icons/Azure_Public_Service_Icons/Compute/10026-icon-service-Disks-Snapshots.svg,,
Azure,Compute,az_OS_Images_(Classic),false,cloud,terminal,az_OS_Images_(Classic),icons/Azure_Public_Service_Icons/Compute/10027-icon-service-OS-Images-(Classic).svg,,
Azure,Compute,az_Virtual_Machines_(Classic),false,cloud,terminal,az_Virtual_Machines_(Classic),icons/Azure_Public_Service_Icons/Compute/10028-icon-service-Virtual-Machines-(Classic).svg,,
Azure,Compute,az_Function_Apps,false,cloud,terminal,az_Function_Apps,icons/Azure_Public_Service_Icons/Compute/10029-icon-service-Function-Apps.svg,,
Azure,Compute,az_Cloud_Services_(Classic),false,cloud,terminal,az_Cloud_Services_(Classic),icons/Azure_Public_Service_Icons/Compute/10030-icon-service-Cloud-Services-(Classic).svg,,
Azure,Compute,az_Batch_Accounts,false,cloud,terminal,az_Batch_Accounts,icons/Azure_Public_Service_Icons/Compute/10031-icon-service-Batch-Accounts.svg,,
Azure,Compute,az_Disks,false,cloud,terminal,az_Disks,icons/Azure_Public_Service_Icons/Compute/10032-icon-service-Disks.svg,,
Azure,Compute,az_Images,false,cloud,terminal,az_Images,icons/Azure_Public_Service_Icons/Compute/10033-icon-service-Images.svg,,
Azure,Compute,az_VM_Scale_Sets,false,cloud,terminal,az_VM_Scale_Sets,icons/Azure_Public_Service_Icons/Compute/10034-icon-service-VM-Scale-Sets.svg,,
Azure,Compute,az_App_Services,false,cloud,terminal,az_App_Services,icons/Azure_Public_Service_Icons/Compute/10035-icon-service-App-Services.svg,,
Azure,Compute,az_Service_Fabric_Clusters,false,cloud,terminal,az_Service_Fabric_Clusters,icons/Azure_Public_Service_Icons/Compute/10036-icon-service-Service-Fabric-Clusters.svg,,
Azure,Compute,az_Image_Definitions,false,cloud,terminal,az_Image_Definitions,icons/Azure_Public_Service_Icons/Compute/10037-icon-service-Image-Definitions.svg,,
Azure,Compute,az_Image_Versions,false,cloud,terminal,az_Image_Versions,icons/Azure_Public_Service_Icons/Compute/10038-icon-service-Image-Versions.svg,,
Azure,Compute,az_Shared_Image_Galleries,false,cloud,terminal,az_Shared_Image_Galleries,icons/Azure_Public_Service_Icons/Compute/10039-icon-service-Shared-Image-Galleries.svg,,
Azure,Compute,az_VM_Images_(Classic),false,cloud,terminal,az_VM_Images_(Classic),icons/Azure_Public_Service_Icons/Compute/10040-icon-service-VM-Images-(Classic).svg,,
Azure,Compute,az_Disks_(Classic),false,cloud,terminal,az_Disks_(Classic),icons/Azure_Public_Service_Icons/Compute/10041-icon-service-Disks-(Classic).svg,,
Azure,Compute,az_Container_Services_(Deprecated),false,cloud,terminal,az_Container_Services_(Deprecated),icons/Azure_Public_Service_Icons/Compute/10049-icon-service-Container-Services-(Deprecated).svg,,
Azure,Blockchain,az_Azure_Blockchain_Service,false,cloud,terminal,az_Azure_Blockchain_Service,icons/Azure_Public_Service_Icons/Blockchain/00211-icon-service-Azure-Blockchain-Service.svg,,
Azure,Blockchain,az_Azure_Blockchain_Service,false,cloud,terminal,az_Azure_Blockchain_Service,icons/Azure_Public_Service_Icons/Blockchain/10366-icon-service-Azure-Blockchain-Service.svg,,
Azure,Azure VMware Solution,az_AVS,false,cloud,terminal,az_AVS,icons/Azure_Public_Service_Icons/Azure VMware Solution/00524-icon-service-AVS.svg,,
Azure,Azure Stack,az_Multi_Tenancy,false,cloud,terminal,az_Multi_Tenancy,icons/Azure_Public_Service_Icons/Azure Stack/00965-icon-service-Multi-Tenancy.svg,,
Azure,App Services,az_App_Service_Plans,false,cloud,terminal,az_App_Service_Plans,icons/Azure_Public_Service_Icons/App Services/00046-icon-service-App-Service-Plans.svg,,
Azure,App Services,az_App_Service_Environments,false,cloud,terminal,az_App_Service_Environments,icons/Azure_Public_Service_Icons/App Services/00047-icon-service-App-Service-Environments.svg,,
Azure,App Services,az_App_Service_Certificates,false,cloud,terminal,az_App_Service_Certificates,icons/Azure_Public_Service_Icons/App Services/00049-icon-service-App-Service-Certificates.svg,,
Azure,App Services,az_App_Service_Domains,false,cloud,terminal,az_App_Service_Domains,icons/Azure_Public_Service_Icons/App Services/00050-icon-service-App-Service-Domains.svg,,
Azure,App Services,az_Notification_Hub_Namespaces,false,cloud,terminal,az_Notification_Hub_Namespaces,icons/Azure_Public_Service_Icons/App Services/00053-icon-service-Notification-Hub-Namespaces.svg,,
Azure,App Services,az_Search_Services,false,cloud,terminal,az_Search_Services,icons/Azure_Public_Service_Icons/App Services/00054-icon-service-Search-Services.svg,,
Azure,App Services,az_CDN_Profiles,false,cloud,terminal,az_CDN_Profiles,icons/Azure_Public_Service_Icons/App Services/00056-icon-service-CDN-Profiles.svg,,
Azure,App Services,az_Notification_Hubs,false,cloud,terminal,az_Notification_Hubs,icons/Azure_Public_Service_Icons/App Services/00057-icon-service-Notification-Hubs.svg,,
Azure,App Services,az_App_Services,false,cloud,terminal,az_App_Services,icons/Azure_Public_Service_Icons/App Services/10035-icon-service-App-Services.svg,,
Azure,App Services,az_API_Management_Services,false,cloud,terminal,az_API_Management_Services,icons/Azure_Public_Service_Icons/App Services/10042-icon-service-API-Management-Services.svg,,
Azure,App Services,az_Search_Services,false,cloud,terminal,az_Search_Services,icons/Azure_Public_Service_Icons/App Services/10044-icon-service-Search-Services.svg,,
Azure,App Services,az_Notification_Hubs,false,cloud,terminal,az_Notification_Hubs,icons/Azure_Public_Service_Icons/App Services/10045-icon-service-Notification-Hubs.svg,,
Azure,App Services,az_App_Service_Environments,false,cloud,terminal,az_App_Service_Environments,icons/Azure_Public_Service_Icons/App Services/10047-icon-service-App-Service-Environments.svg,,
Azure,Analytics,az_Log_Analytics_Workspaces,false,cloud,terminal,az_Log_Analytics_Workspaces,icons/Azure_Public_Service_Icons/Analytics/00009-icon-service-Log-Analytics-Workspaces.svg,,
Azure,Analytics,az_HD_Insight_Clusters,false,cloud,terminal,az_HD_Insight_Clusters,icons/Azure_Public_Service_Icons/Analytics/00037-icon-service-HD-Insight-Clusters.svg,,
Azure,Analytics,az_Event_Hubs,false,cloud,terminal,az_Event_Hubs,icons/Azure_Public_Service_Icons/Analytics/00039-icon-service-Event-Hubs.svg,,
Azure,Analytics,az_Azure_Data_Explorer_Clusters,false,cloud,terminal,az_Azure_Data_Explorer_Clusters,icons/Azure_Public_Service_Icons/Analytics/00040-icon-service-Azure-Data-Explorer-Clusters.svg,,
Azure,Analytics,az_Data_Factory,false,cloud,terminal,az_Data_Factory,icons/Azure_Public_Service_Icons/Analytics/00041-icon-service-Data-Factory.svg,,
Azure,Analytics,az_Stream_Analytics_Jobs,false,cloud,terminal,az_Stream_Analytics_Jobs,icons/Azure_Public_Service_Icons/Analytics/00042-icon-service-Stream-Analytics-Jobs.svg,,
Azure,Analytics,az_Analysis_Services,false,cloud,terminal,az_Analysis_Services,icons/Azure_Public_Service_Icons/Analytics/00043-icon-service-Analysis-Services.svg,,
Azure,Analytics,az_Event_Hub_Clusters,false,cloud,terminal,az_Event_Hub_Clusters,icons/Azure_Public_Service_Icons/Analytics/00044-icon-service-Event-Hub-Clusters.svg,,
Azure,Analytics,az_Data_Lake_Store_Gen1,false,cloud,terminal,az_Data_Lake_Store_Gen1,icons/Azure_Public_Service_Icons/Analytics/00045-icon-service-Data-Lake-Store-Gen1.svg,,
Azure,Analytics,az_Azure_Synapse_Analytics,false,cloud,terminal,az_Azure_Synapse_Analytics,icons/Azure_Public_Service_Icons/Analytics/00606-icon-service-Azure-Synapse-Analytics.svg,,
Azure,Analytics,az_HD_Insight_Clusters,false,cloud,terminal,az_HD_Insight_Clusters,icons/Azure_Public_Service_Icons/Analytics/10142-icon-service-HD-Insight-Clusters.svg,,
Azure,Analytics,az_Analysis_Services,false,cloud,terminal,az_Analysis_Services,icons/Azure_Public_Service_Icons/Analytics/10148-icon-service-Analysis-Services.svg,,
Azure,Analytics,az_Event_Hub_Clusters,false,cloud,terminal,az_Event_Hub_Clusters,icons/Azure_Public_Service_Icons/Analytics/10149-icon-service-Event-Hub-Clusters.svg,,
Azure,Analytics,az_Data_Lake_Store_Gen1,false,cloud,terminal,az_Data_Lake_Store_Gen1,icons/Azure_Public_Service_Icons/Analytics/10150-icon-service-Data-Lake-Store-Gen1.svg,,
Azure,AI + Machine Learning,az_Cognitive_Services,false,cloud,terminal,az_Cognitive_Services,icons/Azure_Public_Service_Icons/AI + Machine Learning/00029-icon-service-Cognitive-Services.svg,,
Azure,AI + Machine Learning,az_Cognitive_Services,false,cloud,terminal,az_Cognitive_Services,icons/Azure_Public_Service_Icons/AI + Machine Learning/10162-icon-service-Cognitive-Services.svg,,
Azure,AI + Machine Learning,az_Bot_Services,false,cloud,terminal,az_Bot_Services,icons/Azure_Public_Service_Icons/AI + Machine Learning/10165-icon-service-Bot-Services.svg,,
