provider,category,dsl,isDecorator,resourceType,tagName,subType,iconPath,typeURI,docURI
Google Cloud Platform,Databases,gcp_Cloud_Bigtable,false,cloud,terminal,gcp_Cloud_Bigtable,icons/GCP Icons/Products and services/Databases/Cloud Bigtable.svg,,
Azure,Intune,az_Device_Security_Google,false,cloud,terminal,az_Device_Security_Google,icons/Azure_Public_Service_Icons/Intune/00399-icon-service-Device-Security-Google.svg,,
Azure,Intune,az_Device_Security_Windows,false,cloud,terminal,az_Device_Security_Windows,icons/Azure_Public_Service_Icons/Intune/00399-icon-service-Device-Security-Windows.svg,,
Google Cloud Platform,Databases,gcp_Cloud_Datastore,false,cloud,terminal,gcp_Cloud_Datastore,icons/GCP Icons/Products and services/Databases/Cloud Datastore.svg,,
Google Cloud Platform,Databases,gcp_Cloud_Firestore,false,cloud,terminal,gcp_Cloud_Firestore,icons/GCP Icons/Products and services/Databases/Cloud Firestore.svg,,
Google Cloud Platform,Databases,gcp_Cloud_Memorystore,false,cloud,terminal,gcp_Cloud_Memorystore,icons/GCP Icons/Products and services/Databases/Cloud Memorystore.svg,,
Google Cloud Platform,Databases,gcp_Cloud_Spanner,false,cloud,terminal,gcp_Cloud_Spanner,icons/GCP Icons/Products and services/Databases/Cloud Spanner.svg,,
Google Cloud Platform,Databases,gcp_Cloud_SQL,false,cloud,terminal,gcp_Cloud_SQL,icons/GCP Icons/Products and services/Databases/Cloud SQL.svg,,
Azure,Integration,az_SQL_Data_Warehouses,false,cloud,terminal,az_SQL_Data_Warehouses,icons/Azure_Public_Service_Icons/Integration/00036-icon-service-SQL-Data-Warehouses.svg,,
Azure,Integration,az_Data_Factory,false,cloud,terminal,az_Data_Factory,icons/Azure_Public_Service_Icons/Integration/00041-icon-service-Data-Factory.svg,,
Azure,Integration,az_API_Management_Services,false,cloud,terminal,az_API_Management_Services,icons/Azure_Public_Service_Icons/Integration/10042-icon-service-API-Management-Services.svg,,
Azure,Integration,az_Logic_Apps,false,cloud,terminal,az_Logic_Apps,icons/Azure_Public_Service_Icons/Integration/10201-icon-service-Logic-Apps.svg,,
Google Cloud Platform,Data Analytics,gcp_BigQuery,false,cloud,terminal,gcp_BigQuery,icons/GCP Icons/Products and services/Data Analytics/BigQuery.svg,,
Azure,Integration,az_Event_Grid_Topics,false,cloud,terminal,az_Event_Grid_Topics,icons/Azure_Public_Service_Icons/Integration/10206-icon-service-Event-Grid-Topics.svg,,
Azure,Integration,az_Relays,false,cloud,terminal,az_Relays,icons/Azure_Public_Service_Icons/Integration/10209-icon-service-Relays.svg,,
Google Cloud Platform,Data Analytics,gcp_Cloud_Composer,false,cloud,terminal,gcp_Cloud_Composer,icons/GCP Icons/Products and services/Data Analytics/Cloud Composer.svg,,
Azure,Integration,az_Service_Bus,false,cloud,terminal,az_Service_Bus,icons/Azure_Public_Service_Icons/Integration/10214-icon-service-Service-Bus.svg,,
Azure,Integration,az_Event_Grid_Domains,false,cloud,terminal,az_Event_Grid_Domains,icons/Azure_Public_Service_Icons/Integration/10215-icon-service-Event-Grid-Domains.svg,,
Google Cloud Platform,Data Analytics,gcp_Cloud_Data_Catalog,false,cloud,terminal,gcp_Cloud_Data_Catalog,icons/GCP Icons/Products and services/Data Analytics/Cloud Data Catalog.svg,,
Azure,Integration,az_Azure_Data_Catalog,false,cloud,terminal,az_Azure_Data_Catalog,icons/Azure_Public_Service_Icons/Integration/10216-icon-service-Azure-Data-Catalog.svg,,
Azure,Integration,az_Integration_Accounts,false,cloud,terminal,az_Integration_Accounts,icons/Azure_Public_Service_Icons/Integration/10218-icon-service-Integration-Accounts.svg,,
Google Cloud Platform,Data Analytics,gcp_Cloud_Data_Fusion,false,cloud,terminal,gcp_Cloud_Data_Fusion,icons/GCP Icons/Products and services/Data Analytics/Cloud Data Fusion.svg,,
Azure,Integration,az_Event_Grid_Subscriptions,false,cloud,terminal,az_Event_Grid_Subscriptions,icons/Azure_Public_Service_Icons/Integration/10221-icon-service-Event-Grid-Subscriptions.svg,,
Google Cloud Platform,Data Analytics,gcp_Cloud_Dataflow,false,cloud,terminal,gcp_Cloud_Dataflow,icons/GCP Icons/Products and services/Data Analytics/Cloud Dataflow.svg,,
Google Cloud Platform,Data Analytics,gcp_Cloud_Datalab,false,cloud,terminal,gcp_Cloud_Datalab,icons/GCP Icons/Products and services/Data Analytics/Cloud Datalab.svg,,
Google Cloud Platform,Data Analytics,gcp_Cloud_Dataprep,false,cloud,terminal,gcp_Cloud_Dataprep,icons/GCP Icons/Products and services/Data Analytics/Cloud Dataprep.svg,,
Google Cloud Platform,Data Analytics,gcp_Cloud_Dataproc,false,cloud,terminal,gcp_Cloud_Dataproc,icons/GCP Icons/Products and services/Data Analytics/Cloud Dataproc.svg,,
Google Cloud Platform,Data Analytics,gcp_Cloud_PubSub,false,cloud,terminal,gcp_Cloud_PubSub,icons/GCP Icons/Products and services/Data Analytics/Cloud PubSub.svg,,
Google Cloud Platform,Data Analytics,gcp_Genomics,false,cloud,terminal,gcp_Genomics,icons/GCP Icons/Products and services/Data Analytics/Genomics.svg,,
Azure,Identity,az_Azure_Active_Directory,false,cloud,terminal,az_Azure_Active_Directory,icons/Azure_Public_Service_Icons/Identity/10221-icon-service-Azure-Active-Directory.svg,,
Azure,Identity,az_Azure_AD_Domain_Services,false,cloud,terminal,az_Azure_AD_Domain_Services,icons/Azure_Public_Service_Icons/Identity/10222-icon-service-Azure-AD-Domain-Services.svg,,
Azure,Identity,az_Groups,false,cloud,terminal,az_Groups,icons/Azure_Public_Service_Icons/Identity/10223-icon-service-Groups.svg,,
Azure,Identity,az_Active_Directory_Connect_Health,false,cloud,terminal,az_Active_Directory_Connect_Health,icons/Azure_Public_Service_Icons/Identity/10224-icon-service-Active-Directory-Connect-Health.svg,,
Azure,Identity,az_Enterprise_Applications,false,cloud,terminal,az_Enterprise_Applications,icons/Azure_Public_Service_Icons/Identity/10225-icon-service-Enterprise-Applications.svg,,
Google Cloud Platform,Compute,gcp_App_Engine,false,cloud,terminal,gcp_App_Engine,icons/GCP Icons/Products and services/Compute/App Engine.svg,,
Azure,Identity,az_Users,false,cloud,terminal,az_Users,icons/Azure_Public_Service_Icons/Identity/10230-icon-service-Users.svg,,
Azure,Identity,az_App_Registrations,false,cloud,terminal,az_App_Registrations,icons/Azure_Public_Service_Icons/Identity/10232-icon-service-App-Registrations.svg,,
Google Cloud Platform,Compute,gcp_Cloud_Functions,false,cloud,terminal,gcp_Cloud_Functions,icons/GCP Icons/Products and services/Compute/Cloud Functions.svg,,
Azure,Identity,az_Identity_Governance,false,cloud,terminal,az_Identity_Governance,icons/Azure_Public_Service_Icons/Identity/10235-icon-service-Identity-Governance.svg,,
Google Cloud Platform,Compute,gcp_Cloud_Run,false,cloud,terminal,gcp_Cloud_Run,icons/GCP Icons/Products and services/Compute/Cloud Run.svg,,
Google Cloud Platform,Compute,gcp_Compute_Engine,false,cloud,terminal,gcp_Compute_Engine,icons/GCP Icons/Products and services/Compute/Compute Engine.svg,,
Google Cloud Platform,Compute,gcp_Container_Optimized_OS,false,cloud,terminal,gcp_Container_Optimized_OS,icons/GCP Icons/Products and services/Compute/Container-Optimized OS.svg,,
Google Cloud Platform,Compute,gcp_GKE_On_Prem,false,cloud,terminal,gcp_GKE_On_Prem,icons/GCP Icons/Products and services/Compute/GKE On-Prem.svg,,
Google Cloud Platform,Compute,gcp_GPU,false,cloud,terminal,gcp_GPU,icons/GCP Icons/Products and services/Compute/GPU.svg,,
Google Cloud Platform,Compute,gcp_Kubetnetes_Engine,false,cloud,terminal,gcp_Kubetnetes_Engine,icons/GCP Icons/Products and services/Compute/Kubetnetes Engine.svg,,
Azure,General,az_All_Resources,false,cloud,terminal,az_All_Resources,icons/Azure_Public_Service_Icons/General/10001-icon-service-All-Resources.svg,,
Azure,General,az_Subscriptions,false,cloud,terminal,az_Subscriptions,icons/Azure_Public_Service_Icons/General/10002-icon-service-Subscriptions.svg,,
Azure,General,az_Service_Health,false,cloud,terminal,az_Service_Health,icons/Azure_Public_Service_Icons/General/10004-icon-service-Service-Health.svg,,
Azure,General,az_Information,false,cloud,terminal,az_Information,icons/Azure_Public_Service_Icons/General/10005-icon-service-Information.svg,,
Azure,General,az_Recent,false,cloud,terminal,az_Recent,icons/Azure_Public_Service_Icons/General/10006-icon-service-Recent.svg,,
Google Cloud Platform,API Management,gcp_API_Analytics,false,cloud,terminal,gcp_API_Analytics,icons/GCP Icons/Products and services/API Management/API Analytics.svg,,
Azure,General,az_Resource_Groups,false,cloud,terminal,az_Resource_Groups,icons/Azure_Public_Service_Icons/General/10007-icon-service-Resource-Groups.svg,,
Azure,General,az_Marketplace,false,cloud,terminal,az_Marketplace,icons/Azure_Public_Service_Icons/General/10008-icon-service-Marketplace.svg,,
Google Cloud Platform,API Management,gcp_API_Monetization,false,cloud,terminal,gcp_API_Monetization,icons/GCP Icons/Products and services/API Management/API Monetization.svg,,
Azure,General,az_Quickstart_Center,false,cloud,terminal,az_Quickstart_Center,icons/Azure_Public_Service_Icons/General/10010-icon-service-Quickstart-Center.svg,,
Azure,General,az_Management_Groups,false,cloud,terminal,az_Management_Groups,icons/Azure_Public_Service_Icons/General/10011-icon-service-Management-Groups.svg,,
Google Cloud Platform,API Management,gcp_Apigee_API_Platform,false,cloud,terminal,gcp_Apigee_API_Platform,icons/GCP Icons/Products and services/API Management/Apigee API Platform.svg,,
Azure,General,az_Help_and_Support,false,cloud,terminal,az_Help_and_Support,icons/Azure_Public_Service_Icons/General/10013-icon-service-Help-and-Support.svg,,
Azure,General,az_Dashboard,false,cloud,terminal,az_Dashboard,icons/Azure_Public_Service_Icons/General/10015-icon-service-Dashboard.svg,,
Google Cloud Platform,API Management,gcp_Apigee_Sense,false,cloud,terminal,gcp_Apigee_Sense,icons/GCP Icons/Products and services/API Management/Apigee Sense.svg,,
Azure,General,az_Cost_Management,false,cloud,terminal,az_Cost_Management,icons/Azure_Public_Service_Icons/General/10019-icon-service-Cost-Management.svg,,
Azure,General,az_Biz_Talk,false,cloud,terminal,az_Biz_Talk,icons/Azure_Public_Service_Icons/General/10779-icon-service-Biz-Talk.svg,,
Google Cloud Platform,API Management,gcp_Cloud_Endpoints,false,cloud,terminal,gcp_Cloud_Endpoints,icons/GCP Icons/Products and services/API Management/Cloud Endpoints.svg,,
Azure,General,az_Blob_Block,false,cloud,terminal,az_Blob_Block,icons/Azure_Public_Service_Icons/General/10780-icon-service-Blob-Block.svg,,
Azure,General,az_Blob_Page,false,cloud,terminal,az_Blob_Page,icons/Azure_Public_Service_Icons/General/10781-icon-service-Blob-Page.svg,,
Google Cloud Platform,API Management,gcp_Developer_Portal,false,cloud,terminal,gcp_Developer_Portal,icons/GCP Icons/Products and services/API Management/Developer Portal.svg,,
Azure,General,az_Branch,false,cloud,terminal,az_Branch,icons/Azure_Public_Service_Icons/General/10782-icon-service-Branch.svg,,
Azure,General,az_Browser,false,cloud,terminal,az_Browser,icons/Azure_Public_Service_Icons/General/10783-icon-service-Browser.svg,,
Azure,General,az_Bug,false,cloud,terminal,az_Bug,icons/Azure_Public_Service_Icons/General/10784-icon-service-Bug.svg,,
Azure,General,az_Builds,false,cloud,terminal,az_Builds,icons/Azure_Public_Service_Icons/General/10785-icon-service-Builds.svg,,
Azure,General,az_Cache,false,cloud,terminal,az_Cache,icons/Azure_Public_Service_Icons/General/10786-icon-service-Cache.svg,,
Azure,General,az_Code,false,cloud,terminal,az_Code,icons/Azure_Public_Service_Icons/General/10787-icon-service-Code.svg,,
Azure,General,az_Commit,false,cloud,terminal,az_Commit,icons/Azure_Public_Service_Icons/General/10788-icon-service-Commit.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Advanced_Solutions_Lab,false,cloud,terminal,gcp_Advanced_Solutions_Lab,icons/GCP Icons/Products and services/AI and Machine Learning/Advanced Solutions Lab.svg,,
Azure,General,az_Controls,false,cloud,terminal,az_Controls,icons/Azure_Public_Service_Icons/General/10789-icon-service-Controls.svg,,
Azure,General,az_Controls_Horizontal,false,cloud,terminal,az_Controls_Horizontal,icons/Azure_Public_Service_Icons/General/10790-icon-service-Controls-Horizontal.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_AI_Hub,false,cloud,terminal,gcp_AI_Hub,icons/GCP Icons/Products and services/AI and Machine Learning/AI Hub.svg,,
Azure,General,az_Cost_Alerts,false,cloud,terminal,az_Cost_Alerts,icons/Azure_Public_Service_Icons/General/10791-icon-service-Cost-Alerts.svg,,
Azure,General,az_Cost_Analysis,false,cloud,terminal,az_Cost_Analysis,icons/Azure_Public_Service_Icons/General/10792-icon-service-Cost-Analysis.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_AI_Platform_Data_Labeling_Service,false,cloud,terminal,gcp_AI_Platform_Data_Labeling_Service,icons/GCP Icons/Products and services/AI and Machine Learning/AI Platform Data Labeling Service.svg,,
Azure,General,az_Cost_Budgets,false,cloud,terminal,az_Cost_Budgets,icons/Azure_Public_Service_Icons/General/10793-icon-service-Cost-Budgets.svg,,
Azure,General,az_Counter,false,cloud,terminal,az_Counter,icons/Azure_Public_Service_Icons/General/10794-icon-service-Counter.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_AI_Platform,false,cloud,terminal,gcp_AI_Platform,icons/GCP Icons/Products and services/AI and Machine Learning/AI Platform.svg,,
Azure,General,az_Cubes,false,cloud,terminal,az_Cubes,icons/Azure_Public_Service_Icons/General/10795-icon-service-Cubes.svg,,
Azure,General,az_Dev_Console,false,cloud,terminal,az_Dev_Console,icons/Azure_Public_Service_Icons/General/10796-icon-service-Dev-Console.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_AutoML_Natural_Language,false,cloud,terminal,gcp_AutoML_Natural_Language,icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Natural Language.svg,,
Azure,General,az_Download,false,cloud,terminal,az_Download,icons/Azure_Public_Service_Icons/General/10797-icon-service-Download.svg,,
Azure,General,az_Error,false,cloud,terminal,az_Error,icons/Azure_Public_Service_Icons/General/10798-icon-service-Error.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_AutoML_Tables,false,cloud,terminal,gcp_AutoML_Tables,icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Tables.svg,,
Azure,General,az_Extensions,false,cloud,terminal,az_Extensions,icons/Azure_Public_Service_Icons/General/10799-icon-service-Extensions.svg,,
Azure,General,az_File,false,cloud,terminal,az_File,icons/Azure_Public_Service_Icons/General/10800-icon-service-File.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_AutoML_Translation,false,cloud,terminal,gcp_AutoML_Translation,icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Translation.svg,,
Azure,General,az_Files,false,cloud,terminal,az_Files,icons/Azure_Public_Service_Icons/General/10801-icon-service-Files.svg,,
Azure,General,az_Folder_Blank,false,cloud,terminal,az_Folder_Blank,icons/Azure_Public_Service_Icons/General/10802-icon-service-Folder-Blank.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_AutoML_Video_Intelligence,false,cloud,terminal,gcp_AutoML_Video_Intelligence,icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Video Intelligence.svg,,
Azure,General,az_Folder_Website,false,cloud,terminal,az_Folder_Website,icons/Azure_Public_Service_Icons/General/10803-icon-service-Folder-Website.svg,,
Azure,General,az_FTP,false,cloud,terminal,az_FTP,icons/Azure_Public_Service_Icons/General/10804-icon-service-FTP.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_AutoML_Vision,false,cloud,terminal,gcp_AutoML_Vision,icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Vision.svg,,
Azure,General,az_Gear,false,cloud,terminal,az_Gear,icons/Azure_Public_Service_Icons/General/10805-icon-service-Gear.svg,,
Azure,General,az_Globe,false,cloud,terminal,az_Globe,icons/Azure_Public_Service_Icons/General/10806-icon-service-Globe.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_AutoML,false,cloud,terminal,gcp_Cloud_AutoML,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud AutoML.svg,,
Azure,General,az_Globe_Error,false,cloud,terminal,az_Globe_Error,icons/Azure_Public_Service_Icons/General/10807-icon-service-Globe-Error.svg,,
Azure,General,az_Globe_Success,false,cloud,terminal,az_Globe_Success,icons/Azure_Public_Service_Icons/General/10808-icon-service-Globe-Success.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_Inference_API,false,cloud,terminal,gcp_Cloud_Inference_API,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Inference API.svg,,
Azure,General,az_Globe_Warning,false,cloud,terminal,az_Globe_Warning,icons/Azure_Public_Service_Icons/General/10809-icon-service-Globe-Warning.svg,,
Azure,General,az_Guide,false,cloud,terminal,az_Guide,icons/Azure_Public_Service_Icons/General/10810-icon-service-Guide.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_Jobs_API,false,cloud,terminal,gcp_Cloud_Jobs_API,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Jobs API.svg,,
Azure,General,az_Heart,false,cloud,terminal,az_Heart,icons/Azure_Public_Service_Icons/General/10811-icon-service-Heart.svg,,
Azure,General,az_Image,false,cloud,terminal,az_Image,icons/Azure_Public_Service_Icons/General/10812-icon-service-Image.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_Natural_Language_API,false,cloud,terminal,gcp_Cloud_Natural_Language_API,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Natural Language API.svg,,
Azure,General,az_Input_Output,false,cloud,terminal,az_Input_Output,icons/Azure_Public_Service_Icons/General/10813-icon-service-Input-Output.svg,,
Azure,General,az_Journey_Hub,false,cloud,terminal,az_Journey_Hub,icons/Azure_Public_Service_Icons/General/10814-icon-service-Journey-Hub.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_Speech_to_Text,false,cloud,terminal,gcp_Cloud_Speech_to_Text,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Speech-to-Text.svg,,
Azure,General,az_Launch_Portal,false,cloud,terminal,az_Launch_Portal,icons/Azure_Public_Service_Icons/General/10815-icon-service-Launch-Portal.svg,,
Azure,General,az_Learn,false,cloud,terminal,az_Learn,icons/Azure_Public_Service_Icons/General/10816-icon-service-Learn.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_Text_to_Speech,false,cloud,terminal,gcp_Cloud_Text_to_Speech,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Text-to-Speech.svg,,
Azure,General,az_Load_Test,false,cloud,terminal,az_Load_Test,icons/Azure_Public_Service_Icons/General/10817-icon-service-Load-Test.svg,,
Azure,General,az_Location,false,cloud,terminal,az_Location,icons/Azure_Public_Service_Icons/General/10818-icon-service-Location.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_TPU,false,cloud,terminal,gcp_Cloud_TPU,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud TPU.svg,,
Azure,General,az_Log_Streaming,false,cloud,terminal,az_Log_Streaming,icons/Azure_Public_Service_Icons/General/10819-icon-service-Log-Streaming.svg,,
Azure,General,az_Management_Portal,false,cloud,terminal,az_Management_Portal,icons/Azure_Public_Service_Icons/General/10820-icon-service-Management-Portal.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_Translation_API,false,cloud,terminal,gcp_Cloud_Translation_API,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Translation API.svg,,
Azure,General,az_Media_File,false,cloud,terminal,az_Media_File,icons/Azure_Public_Service_Icons/General/10821-icon-service-Media-File.svg,,
Azure,General,az_Mobile,false,cloud,terminal,az_Mobile,icons/Azure_Public_Service_Icons/General/10822-icon-service-Mobile.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_Video_Intelligence_API,false,cloud,terminal,gcp_Cloud_Video_Intelligence_API,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Video Intelligence API.svg,,
Azure,General,az_Mobile_Engagement,false,cloud,terminal,az_Mobile_Engagement,icons/Azure_Public_Service_Icons/General/10823-icon-service-Mobile-Engagement.svg,,
Azure,General,az_Power,false,cloud,terminal,az_Power,icons/Azure_Public_Service_Icons/General/10824-icon-service-Power.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Cloud_Vision_API,false,cloud,terminal,gcp_Cloud_Vision_API,icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Vision API.svg,,
Azure,General,az_Powershell,false,cloud,terminal,az_Powershell,icons/Azure_Public_Service_Icons/General/10825-icon-service-Powershell.svg,,
Azure,General,az_Power_Up,false,cloud,terminal,az_Power_Up,icons/Azure_Public_Service_Icons/General/10826-icon-service-Power-Up.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Dialog_Flow_Enterprise_Edition,false,cloud,terminal,gcp_Dialog_Flow_Enterprise_Edition,icons/GCP Icons/Products and services/AI and Machine Learning/Dialog Flow Enterprise Edition.svg,,
Azure,General,az_Preview,false,cloud,terminal,az_Preview,icons/Azure_Public_Service_Icons/General/10827-icon-service-Preview.svg,,
Azure,General,az_Process_Explorer,false,cloud,terminal,az_Process_Explorer,icons/Azure_Public_Service_Icons/General/10828-icon-service-Process-Explorer.svg,,
Google Cloud Platform,AI and Machine Learning,gcp_Recommendations_AI,false,cloud,terminal,gcp_Recommendations_AI,icons/GCP Icons/Products and services/AI and Machine Learning/Recommendations AI.svg,,
Azure,General,az_Production_Ready_Database,false,cloud,terminal,az_Production_Ready_Database,icons/Azure_Public_Service_Icons/General/10829-icon-service-Production-Ready-Database.svg,,
Azure,General,az_Resource_Group_List,false,cloud,terminal,az_Resource_Group_List,icons/Azure_Public_Service_Icons/General/10830-icon-service-Resource-Group-List.svg,,
Azure,General,az_Resource_Linked,false,cloud,terminal,az_Resource_Linked,icons/Azure_Public_Service_Icons/General/10831-icon-service-Resource-Linked.svg,,
Azure,General,az_Scale,false,cloud,terminal,az_Scale,icons/Azure_Public_Service_Icons/General/10832-icon-service-Scale.svg,,
Azure,General,az_Scheduler,false,cloud,terminal,az_Scheduler,icons/Azure_Public_Service_Icons/General/10833-icon-service-Scheduler.svg,,
Azure,General,az_Search,false,cloud,terminal,az_Search,icons/Azure_Public_Service_Icons/General/10834-icon-service-Search.svg,,
Azure,General,az_Server_Farm,false,cloud,terminal,az_Server_Farm,icons/Azure_Public_Service_Icons/General/10835-icon-service-Server-Farm.svg,,
Azure,General,az_Service_Bus,false,cloud,terminal,az_Service_Bus,icons/Azure_Public_Service_Icons/General/10836-icon-service-Service-Bus.svg,,
Azure,General,az_SSD,false,cloud,terminal,az_SSD,icons/Azure_Public_Service_Icons/General/10837-icon-service-SSD.svg,,
Azure,General,az_Storage_Azure_Files,false,cloud,terminal,az_Storage_Azure_Files,icons/Azure_Public_Service_Icons/General/10838-icon-service-Storage-Azure-Files.svg,,
Azure,General,az_Storage_Container,false,cloud,terminal,az_Storage_Container,icons/Azure_Public_Service_Icons/General/10839-icon-service-Storage-Container.svg,,
Azure,General,az_Storage_Queue,false,cloud,terminal,az_Storage_Queue,icons/Azure_Public_Service_Icons/General/10840-icon-service-Storage-Queue.svg,,
Azure,General,az_Table,false,cloud,terminal,az_Table,icons/Azure_Public_Service_Icons/General/10841-icon-service-Table.svg,,
Azure,General,az_Tags,false,cloud,terminal,az_Tags,icons/Azure_Public_Service_Icons/General/10842-icon-service-Tags.svg,,
Azure,General,az_TFS_VC_Repository,false,cloud,terminal,az_TFS_VC_Repository,icons/Azure_Public_Service_Icons/General/10843-icon-service-TFS-VC-Repository.svg,,
Azure,General,az_Toolbox,false,cloud,terminal,az_Toolbox,icons/Azure_Public_Service_Icons/General/10844-icon-service-Toolbox.svg,,
Azure,General,az_Versions,false,cloud,terminal,az_Versions,icons/Azure_Public_Service_Icons/General/10845-icon-service-Versions.svg,,
Azure,General,az_Website_Power,false,cloud,terminal,az_Website_Power,icons/Azure_Public_Service_Icons/General/10847-icon-service-Website-Power.svg,,
Azure,General,az_Website_Staging,false,cloud,terminal,az_Website_Staging,icons/Azure_Public_Service_Icons/General/10848-icon-service-Website-Staging.svg,,
Azure,General,az_Web_Slots,false,cloud,terminal,az_Web_Slots,icons/Azure_Public_Service_Icons/General/10849-icon-service-Web-Slots.svg,,
Azure,General,az_Web_Test,false,cloud,terminal,az_Web_Test,icons/Azure_Public_Service_Icons/General/10850-icon-service-Web-Test.svg,,
Azure,General,az_Workbooks,false,cloud,terminal,az_Workbooks,icons/Azure_Public_Service_Icons/General/10851-icon-service-Workbooks.svg,,
Azure,General,az_Workflow,false,cloud,terminal,az_Workflow,icons/Azure_Public_Service_Icons/General/10852-icon-service-Workflow.svg,,
Azure,General,az_Backlog,false,cloud,terminal,az_Backlog,icons/Azure_Public_Service_Icons/General/10853-icon-service-Backlog.svg,,
Azure,General,az_Media,false,cloud,terminal,az_Media,icons/Azure_Public_Service_Icons/General/10854-icon-service-Media.svg,,
Azure,General,az_Module,false,cloud,terminal,az_Module,icons/Azure_Public_Service_Icons/General/10855-icon-service-Module.svg,,
Azure,General,az_Search_Grid,false,cloud,terminal,az_Search_Grid,icons/Azure_Public_Service_Icons/General/10856-icon-service-Search-Grid.svg,,
Azure,DevOps,az_Application_Insights,false,cloud,terminal,az_Application_Insights,icons/Azure_Public_Service_Icons/DevOps/00012-icon-service-Application-Insights.svg,,
Azure,DevOps,az_Azure_DevOps,false,cloud,terminal,az_Azure_DevOps,icons/Azure_Public_Service_Icons/DevOps/10261-icon-service-Azure-DevOps.svg,,
Azure,DevOps,az_DevTest_Labs,false,cloud,terminal,az_DevTest_Labs,icons/Azure_Public_Service_Icons/DevOps/10264-icon-service-DevTest-Labs.svg,,
Azure,DevOps,az_Lab_Services,false,cloud,terminal,az_Lab_Services,icons/Azure_Public_Service_Icons/DevOps/10265-icon-service-Lab-Services.svg,,
Azure,Databases,az_SQL_Data_Warehouses,false,cloud,terminal,az_SQL_Data_Warehouses,icons/Azure_Public_Service_Icons/Databases/00036-icon-service-SQL-Data-Warehouses.svg,,
Azure,Databases,az_Data_Factory,false,cloud,terminal,az_Data_Factory,icons/Azure_Public_Service_Icons/Databases/00041-icon-service-Data-Factory.svg,,
Azure,Databases,az_Azure_Synapse_Analytics,false,cloud,terminal,az_Azure_Synapse_Analytics,icons/Azure_Public_Service_Icons/Databases/00606-icon-service-Azure-Synapse-Analytics.svg,,
Azure,Databases,az_Azure_Cosmos_DB,false,cloud,terminal,az_Azure_Cosmos_DB,icons/Azure_Public_Service_Icons/Databases/10121-icon-service-Azure-Cosmos-DB.svg,,
Azure,Databases,az_Azure_Database_MySQL_Server,false,cloud,terminal,az_Azure_Database_MySQL_Server,icons/Azure_Public_Service_Icons/Databases/10122-icon-service-Azure-Database-MySQL-Server.svg,,
Azure,Databases,az_Azure_Database_MariaDB_Server,false,cloud,terminal,az_Azure_Database_MariaDB_Server,icons/Azure_Public_Service_Icons/Databases/10123-icon-service-Azure-Database-MariaDB-Server.svg,,
Azure,Databases,az_Azure_SQL_VM,false,cloud,terminal,az_Azure_SQL_VM,icons/Azure_Public_Service_Icons/Databases/10124-icon-service-Azure-SQL-VM.svg,,
Azure,Databases,az_Data_Factory,false,cloud,terminal,az_Data_Factory,icons/Azure_Public_Service_Icons/Databases/10126-icon-service-Data-Factory.svg,,
Azure,Databases,az_Virtual_Clusters,false,cloud,terminal,az_Virtual_Clusters,icons/Azure_Public_Service_Icons/Databases/10127-icon-service-Virtual-Clusters.svg,,
Azure,Databases,az_Elastic_Job_Agents,false,cloud,terminal,az_Elastic_Job_Agents,icons/Azure_Public_Service_Icons/Databases/10128-icon-service-Elastic-Job-Agents.svg,,
