provider,category,product,dsl,isDecorator,resourceType,tagName,subType,iconURL,typeURI,docURL
GCP_Icons,Developer Tools,IDE Plugins,gcp_IDE_Plugins,false,cloud,terminal,gcp_IDE_Plugins,assets/icons/GCP Icons/Products and services/Developer Tools/IDE Plugins.svg,,
GCP_Icons,Developer Tools,Maven App Engine Plugin,gcp_Maven_App_Engine_Plugin,false,cloud,terminal,gcp_Maven_App_Engine_Plugin,assets/icons/GCP Icons/Products and services/Developer Tools/Maven App Engine Plugin.svg,,
GCP_Icons,Databases,Cloud Bigtable,gcp_Cloud_Bigtable,false,cloud,terminal,gcp_Cloud_Bigtable,assets/icons/GCP Icons/Products and services/Databases/Cloud Bigtable.svg,,
GCP_Icons,Databases,Cloud Datastore,gcp_Cloud_Datastore,false,cloud,terminal,gcp_Cloud_Datastore,assets/icons/GCP Icons/Products and services/Databases/Cloud Datastore.svg,,
GCP_Icons,Databases,Cloud Firestore,gcp_Cloud_Firestore,false,cloud,terminal,gcp_Cloud_Firestore,assets/icons/GCP Icons/Products and services/Databases/Cloud Firestore.svg,,
GCP_Icons,Databases,Cloud Memorystore,gcp_Cloud_Memorystore,false,cloud,terminal,gcp_Cloud_Memorystore,assets/icons/GCP Icons/Products and services/Databases/Cloud Memorystore.svg,,
GCP_Icons,Databases,Cloud Spanner,gcp_Cloud_Spanner,false,cloud,terminal,gcp_Cloud_Spanner,assets/icons/GCP Icons/Products and services/Databases/Cloud Spanner.svg,,
GCP_Icons,Databases,Cloud SQL,gcp_Cloud_SQL,false,cloud,terminal,gcp_Cloud_SQL,assets/icons/GCP Icons/Products and services/Databases/Cloud SQL.svg,,
GCP_Icons,Data Analytics,BigQuery,gcp_BigQuery,false,cloud,terminal,gcp_BigQuery,assets/icons/GCP Icons/Products and services/Data Analytics/BigQuery.svg,,
GCP_Icons,Data Analytics,Cloud Composer,gcp_Cloud_Composer,false,cloud,terminal,gcp_Cloud_Composer,assets/icons/GCP Icons/Products and services/Data Analytics/Cloud Composer.svg,,
GCP_Icons,Data Analytics,Cloud Data Catalog,gcp_Cloud_Data_Catalog,false,cloud,terminal,gcp_Cloud_Data_Catalog,assets/icons/GCP Icons/Products and services/Data Analytics/Cloud Data Catalog.svg,,
GCP_Icons,Data Analytics,Cloud Data Fusion,gcp_Cloud_Data_Fusion,false,cloud,terminal,gcp_Cloud_Data_Fusion,assets/icons/GCP Icons/Products and services/Data Analytics/Cloud Data Fusion.svg,,
GCP_Icons,Data Analytics,Cloud Dataflow,gcp_Cloud_Dataflow,false,cloud,terminal,gcp_Cloud_Dataflow,assets/icons/GCP Icons/Products and services/Data Analytics/Cloud Dataflow.svg,,
GCP_Icons,Data Analytics,Cloud Datalab,gcp_Cloud_Datalab,false,cloud,terminal,gcp_Cloud_Datalab,assets/icons/GCP Icons/Products and services/Data Analytics/Cloud Datalab.svg,,
GCP_Icons,Data Analytics,Cloud Dataprep,gcp_Cloud_Dataprep,false,cloud,terminal,gcp_Cloud_Dataprep,assets/icons/GCP Icons/Products and services/Data Analytics/Cloud Dataprep.svg,,
GCP_Icons,Data Analytics,Cloud Dataproc,gcp_Cloud_Dataproc,false,cloud,terminal,gcp_Cloud_Dataproc,assets/icons/GCP Icons/Products and services/Data Analytics/Cloud Dataproc.svg,,
GCP_Icons,Data Analytics,Cloud PubSub,gcp_Cloud_PubSub,false,cloud,terminal,gcp_Cloud_PubSub,assets/icons/GCP Icons/Products and services/Data Analytics/Cloud PubSub.svg,,
GCP_Icons,Data Analytics,Genomics,gcp_Genomics,false,cloud,terminal,gcp_Genomics,assets/icons/GCP Icons/Products and services/Data Analytics/Genomics.svg,,
GCP_Icons,Compute,App Engine,gcp_App_Engine,false,cloud,terminal,gcp_App_Engine,assets/icons/GCP Icons/Products and services/Compute/App Engine.svg,,
GCP_Icons,Compute,Cloud Functions,gcp_Cloud_Functions,false,cloud,terminal,gcp_Cloud_Functions,assets/icons/GCP Icons/Products and services/Compute/Cloud Functions.svg,,
GCP_Icons,Compute,Cloud Run,gcp_Cloud_Run,false,cloud,terminal,gcp_Cloud_Run,assets/icons/GCP Icons/Products and services/Compute/Cloud Run.svg,,
GCP_Icons,Compute,Compute Engine,gcp_Compute_Engine,false,cloud,terminal,gcp_Compute_Engine,assets/icons/GCP Icons/Products and services/Compute/Compute Engine.svg,,
GCP_Icons,Compute,Container-Optimized OS,gcp_Container_Optimized_OS,false,cloud,terminal,gcp_Container_Optimized_OS,assets/icons/GCP Icons/Products and services/Compute/Container-Optimized OS.svg,,
GCP_Icons,Compute,GKE On-Prem,gcp_GKE_On_Prem,false,cloud,terminal,gcp_GKE_On_Prem,assets/icons/GCP Icons/Products and services/Compute/GKE On-Prem.svg,,
GCP_Icons,Compute,GPU,gcp_GPU,false,cloud,terminal,gcp_GPU,assets/icons/GCP Icons/Products and services/Compute/GPU.svg,,
GCP_Icons,Compute,Kubetnetes Engine,gcp_Kubetnetes_Engine,false,cloud,terminal,gcp_Kubetnetes_Engine,assets/icons/GCP Icons/Products and services/Compute/Kubetnetes Engine.svg,,
GCP_Icons,API Management,API Analytics,gcp_API_Analytics,false,cloud,terminal,gcp_API_Analytics,assets/icons/GCP Icons/Products and services/API Management/API Analytics.svg,,
GCP_Icons,API Management,API Monetization,gcp_API_Monetization,false,cloud,terminal,gcp_API_Monetization,assets/icons/GCP Icons/Products and services/API Management/API Monetization.svg,,
GCP_Icons,API Management,Apigee API Platform,gcp_Apigee_API_Platform,false,cloud,terminal,gcp_Apigee_API_Platform,assets/icons/GCP Icons/Products and services/API Management/Apigee API Platform.svg,,
GCP_Icons,API Management,Apigee Sense,gcp_Apigee_Sense,false,cloud,terminal,gcp_Apigee_Sense,assets/icons/GCP Icons/Products and services/API Management/Apigee Sense.svg,,
GCP_Icons,API Management,Cloud Endpoints,gcp_Cloud_Endpoints,false,cloud,terminal,gcp_Cloud_Endpoints,assets/icons/GCP Icons/Products and services/API Management/Cloud Endpoints.svg,,
GCP_Icons,API Management,Developer Portal,gcp_Developer_Portal,false,cloud,terminal,gcp_Developer_Portal,assets/icons/GCP Icons/Products and services/API Management/Developer Portal.svg,,
GCP_Icons,AI and Machine Learning,Advanced Solutions Lab,gcp_Advanced_Solutions_Lab,false,cloud,terminal,gcp_Advanced_Solutions_Lab,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Advanced Solutions Lab.svg,,
GCP_Icons,AI and Machine Learning,AI Hub,gcp_AI_Hub,false,cloud,terminal,gcp_AI_Hub,assets/icons/GCP Icons/Products and services/AI and Machine Learning/AI Hub.svg,,
GCP_Icons,AI and Machine Learning,AI Platform Data Labeling Service,gcp_AI_Platform_Data_Labeling_Service,false,cloud,terminal,gcp_AI_Platform_Data_Labeling_Service,assets/icons/GCP Icons/Products and services/AI and Machine Learning/AI Platform Data Labeling Service.svg,,
GCP_Icons,AI and Machine Learning,AI Platform,gcp_AI_Platform,false,cloud,terminal,gcp_AI_Platform,assets/icons/GCP Icons/Products and services/AI and Machine Learning/AI Platform.svg,,
GCP_Icons,AI and Machine Learning,AutoML Natural Language,gcp_AutoML_Natural_Language,false,cloud,terminal,gcp_AutoML_Natural_Language,assets/icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Natural Language.svg,,
GCP_Icons,AI and Machine Learning,AutoML Tables,gcp_AutoML_Tables,false,cloud,terminal,gcp_AutoML_Tables,assets/icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Tables.svg,,
GCP_Icons,AI and Machine Learning,AutoML Translation,gcp_AutoML_Translation,false,cloud,terminal,gcp_AutoML_Translation,assets/icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Translation.svg,,
GCP_Icons,AI and Machine Learning,AutoML Video Intelligence,gcp_AutoML_Video_Intelligence,false,cloud,terminal,gcp_AutoML_Video_Intelligence,assets/icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Video Intelligence.svg,,
GCP_Icons,AI and Machine Learning,AutoML Vision,gcp_AutoML_Vision,false,cloud,terminal,gcp_AutoML_Vision,assets/icons/GCP Icons/Products and services/AI and Machine Learning/AutoML Vision.svg,,
GCP_Icons,AI and Machine Learning,Cloud AutoML,gcp_Cloud_AutoML,false,cloud,terminal,gcp_Cloud_AutoML,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud AutoML.svg,,
GCP_Icons,AI and Machine Learning,Cloud Inference API,gcp_Cloud_Inference_API,false,cloud,terminal,gcp_Cloud_Inference_API,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Inference API.svg,,
GCP_Icons,AI and Machine Learning,Cloud Jobs API,gcp_Cloud_Jobs_API,false,cloud,terminal,gcp_Cloud_Jobs_API,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Jobs API.svg,,
GCP_Icons,AI and Machine Learning,Cloud Natural Language API,gcp_Cloud_Natural_Language_API,false,cloud,terminal,gcp_Cloud_Natural_Language_API,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Natural Language API.svg,,
GCP_Icons,AI and Machine Learning,Cloud Speech-to-Text,gcp_Cloud_Speech_to_Text,false,cloud,terminal,gcp_Cloud_Speech_to_Text,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Speech-to-Text.svg,,
GCP_Icons,AI and Machine Learning,Cloud Text-to-Speech,gcp_Cloud_Text_to_Speech,false,cloud,terminal,gcp_Cloud_Text_to_Speech,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Text-to-Speech.svg,,
GCP_Icons,AI and Machine Learning,Cloud TPU,gcp_Cloud_TPU,false,cloud,terminal,gcp_Cloud_TPU,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud TPU.svg,,
GCP_Icons,AI and Machine Learning,Cloud Translation API,gcp_Cloud_Translation_API,false,cloud,terminal,gcp_Cloud_Translation_API,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Translation API.svg,,
GCP_Icons,AI and Machine Learning,Cloud Video Intelligence API,gcp_Cloud_Video_Intelligence_API,false,cloud,terminal,gcp_Cloud_Video_Intelligence_API,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Video Intelligence API.svg,,
GCP_Icons,AI and Machine Learning,Cloud Vision API,gcp_Cloud_Vision_API,false,cloud,terminal,gcp_Cloud_Vision_API,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Cloud Vision API.svg,,
GCP_Icons,AI and Machine Learning,Dialog Flow Enterprise Edition,gcp_Dialog_Flow_Enterprise_Edition,false,cloud,terminal,gcp_Dialog_Flow_Enterprise_Edition,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Dialog Flow Enterprise Edition.svg,,
GCP_Icons,AI and Machine Learning,Recommendations AI,gcp_Recommendations_AI,false,cloud,terminal,gcp_Recommendations_AI,assets/icons/GCP Icons/Products and services/AI and Machine Learning/Recommendations AI.svg,,
